id,body,label
0,$aapl was $orcl in 1999... phones are just appliances that is what compaq and dell bulls did not realize in 2000.,
1,"The tech sector grew 0.2% this quarter.Without Apple, the tech sector contracted 6% this quarter.#apple $aapl",
2,$AAPL may get some action powerhour.....,
3,"3/ No 2018 capital raise.  Rather than tweeting 420, Musk should have been raising capital based on $tsla third quarter results.  The money was there to be had and Tesla needed it.  $5 billion at least could have been raised with little dilution effect",
4,"Tech breakthroughs take a backseat in upcoming Apple iPhone launch#AppleInc, $NASDAQ, $AAPL, #iPhone,...",
5,Better integration into $googl with search. But nice $crm for customer service and CRM software,
6,$TSLA fear pre ER returns tomorrow. Followed by euphoria post ER... maybe. Eventual bankruptcy but that’s too far ahead.,
7,"This has to mark the top, right? All downhill from here. $TSLA $TSLAQ",
8,$googl 1275,
9,Wonder if Michael Knight had to pay $10/month to talk to Kitt in Knight Rider.  $AAPL #AppleWatchSeries3,
10,Sold half $VIX calls. Kept half. Still short $TSLA. Sold a ton of $SPY and $QQQ puts. Covered some of /NQ shorts.. Raising more cash but still prepared for all out chaos.. Cash.. Gold... Shorts at this point with caution... Is king for now... All have a great day.,
11,"And for the love of all things holy, don’t forget about $GM $FCAU #Taxpayer #Bailout from 2008.At almost $50B, #Congress gave Detroit enough money to buy $TSLA at their present-day market cap.So, I don’t wanna’ hear this red herring bullshit about subsidy-survival of Tesla.",
12,"$QCOM cc - ""With this new agreement, we have re-opened the door beyond the modem for $AAPL; A lot of tension removed from the system as a result of this agreement. ASP's as we move to 5G, tend to be good for us. All developed economies will have 5G launch in 2019.""",
13,"How much do #ford $GM #Toyota & the rest spend ""Maintaining"" unsold inventory? So is this a #feature or a #benefit --- for the competition that is#Tesla #teslamodel3 $TSLA $TSLAQ",
14,"“ $TSLA is no more financially troubled then Berkshire Hathaway, Tencent, Google or Apple...to be financially troubled it would mean you can't raise $.”",
15,I have a degree in forensic mathematical accounting. It allows me to sniff out bullshit anywhere you know. $tsla,
16,$AMZN a miss on the butterfly here too.,
17,Anyone got an update on the $GOOG - $GOOGL settlement payment?,
18,Apple: On a relative basis (VS SP500) near Daily Resistance Trendline on Apple    $AAPL #Trading #investing #aapl,
19,It's been my mission since day 1@Smack_Check @TroyTeslike @28delayslater And of course bae @BullTesla $tsla $tslaq,
20,"Cars don't kill people, people kill people.Isn't that right @karpathy ?$TSLA $TSLAQ",
21,$TSLA - Do the Chinese know that he was fined $20 million for securities fraud and called someone a Pedo 3 times on Twitter?,
22,Don’t understand why the Saudis wouldn’t just wait to take $TSLA private until after the stock gets cut in half and on the verge of BK,
23,Microsoft developing an AI processor $MSFT $AAPL $GOOG,
24,$QCOM sues $AAPL over 6 patents. Downside cometh ,
25,"If an investor bought shares of $tsla the day following IPO and lent them out until now, they would have realized ~135% in lending revenues, making reasonable assumptions about fee and rev split",
26,HAPPY NEW YEAR 2016 #STOCKS #STOCKMARKET #TRADING $VIX $SPX $SPY $AAPL $FB $C $JPM — Penny_Pirate (penny_pirate) …,
27,#Apple :Still into a tiny Daily Uptrend Channel with a Low Volume Trading Environment$AAPL #Trading #investing #markets #stocks,
28,$AAPL Revert to mean play yields 26bps. Great job.,
29,"Nice work, Doc!$SPY $QQQ $TSLA",
30,"Baird's Ben Kallo on $TSLA: ""We believe the delayed ramp has derisked the stock, and incremental production data points should drive shares higher as TSLA works towards its 5k/week target""Is that b/c every m3 off the line is at a negative gross margin?",
31,Share similar problems in manufacturing to this scale but solves platform (chassis) issue for Apple. I think it would need to be a take over or mixed management would fail. $tsla $aapl,
32,$AAPL LMAO. Wow,
33,$UPIN more DD on  Facial Recognition Technology #facialrecognition click on image below.  agreement with Shanghai Weibridge Network Corp.$UPIN $vyst $ftws $ahix $idad $dkgr $frfs $eqlb $dvlp $axxa $celz $fteg $byoc #china #technology #business #growth $fb $tsla,
34,The bullish tilt to today’s #trading remained intact as the closing bell rang. #stocks $AAPL $V,
35,Volume Alert - MSFT 44.05 Microsoft Corp $MSFT Hit a high today of 44.06 Closing the day 10:30 at 44.05 +0.20,
36,Out $AMZN with minor gains...action is blah,
37,$AMZN FLY to open store .,
38,#toptickertweets $AAPL $FB $SPY $ENZN $PBR $GOOG $VLTC $CAT $AMZN $GM #sentiquant 20150423 14:00:19:073,
39,"@Kelly_Evans @carlquintanilla @jimcramer $tsla.. Musk also say he saw significant increase in N.America n in euro ,we only relay bad news?",
40,"$RETC has pulled back 41%, But bounced 8% Friday. Look for more today. $NSAV $ACB $BIOAQ $VAPE $CELZ $BTOP $HMNY $PLSB $AAPL $TSLA $WH $RLBD $PNAT $DIRV $SODE $MSFT $HIPH $RSHN $NNSR $AMZN $AMRN $FUSZ $FRFS $MGTI $VYST $RDGL $RBIZ $RNVA $MSPC $WWIO $ALKM $HPIL $MLHC",
41,"I know I am not breaking news here, but merely confirming what others have said - $TSLA going private is a face saving way to restructure the company. Remaining a public company, a #Tesla bankruptcy is imminent without considerably more capital raises.",
42,A really good friend of mine bought a model 3. Cant wait to meet him soon. Lol. $TSLA $TSLAQ,
43,Watch the KUMO on $AAPL.,
44,"$TSLA (+3.0% pre) Tesla hikes new Model 3 price by $1,000 - Reuters",
45,I've been convinced for a long time that this cult stock $TSLA will not really gap down until after bk Ch11 press release & filing. $TSLAQ,
46,"with $amzn price/earning ratio,$aapl stock price should be 1300-1600.see how $amzn is bubbling? @JeffBezos  @jimcramer",
47,"If I hear ANY-FUCKING-BODY say ""who could have seen this coming !!??""I swear to God....$tsla $tslaq",
48,"$AAPL Investment Plan: buy the #iWatch, keep unopened in box, sell in 2065 along with Star Wars VII action figure. Profit hugely.",
49,$TSLA $AAPL $NVDA Could someone please share the upcoming earning release calendar or link which can be printed!,
50,"$MSFT has been one of the best comeback stories under Nadella. He is an amazing CEO, visionary, leader. I read his book a while back (Hit Refresh) and there was a consistent tone of empathy throughout. Highly recommend.",
51,"In 21, if you hit on 19 & get 2, you win. But do it over the long term & u lose. Isnt going long $amzn now hitting on 19? If not, why? 1/2",
52,"$SPX $NDX #ES_F $TSLA $BTC $QQQ   /ES support is in 2970 area,resistance is at 2990.Let,s see IF we gonna push to 3000 today.",
53,$MSFT presenting at 11.45 AM today.  @OptionsPastor,
54,$AAPL long 127.04,
55,"pump dat $TSLA Elon Musk Says Self-Driving Tesla Cars Are Worth Up To $200,000",
56,"$AAPL oh no, here's Johnny!",
57,"@SuzyFX @Vconomics:Dumpin my $AAPL call spread and keepin an eye on $GOOG.Still looks a risky,even after that rebound",
58,Heres my current situation while on vacation. I start the week w/$750 with the goal of doubling our capital. Down a bit with $GOOGL - Ive only sold $FB for 100% while playin golf yesterday. Im letting $AAPL ride. $MIK from last Thursday and will risk $100 on $NVDA thru earnings,
59,This is me re $tsla BS “on track” I am on track to be a billionaire as well $tslaq $tsla is ontrack to go bankrupt,
60,RT $QQQ trading 91 bpts above F/V at 11:53. Subject to STAT ARB CORRECTION. P/T 108.50 $GOOG $BIDU $GPRO $NFLX  $AAPL $FB $TSLA #HFT #Quant,
61,"Yes I agree its not the right car for everyone. Even still, nationwide and worldwide their is more than enough demand for 750k units. $TSLA",
62,@carlquintanilla @jimcramer @SullyCNBC Reuter trying to report news $TSLA China sale = @elonmusk Laughs I told you that last month?,
63,$NVDA poppin' like a Pop Tart. Ding! #stockmarket #stocks #investing #finance $QQQ $AAPL $AMZN $NFLX $GOOG $GOOGL $FB $TWTR $IBB $SPY $DJIA,
64,"Appears the $TSLA share price maintenance team has abandoned their post, fleeing before elon finds out",
65,"Putting together SpaceX rocket landing blooper reel. We messed up a lot before it finally worked, but there's some epic explosion footage …",
66,Why does Jonas rate $TSLA overweight if it's $10 >his price target? In light of his fine earnings projections shouldn't he raise the target?,
67,$GOOGL No Love....,
68,Per-share earnings are up 35.7% as a strong balance sheet and an effective business model spur this software giant #growthstocks $MSFT,
69,"Almost forgot to share this...I visited one of the largest body shop operations on the SF peninsula this week. It's nowhere near the best quality shop, but they have deals with all the big insurers, so if you don't specify a shop, your car probably ends up there. $tslaQ $TSLA",
70,$TSLA Absolutely insane how high this stock is and this company can't seem to make any money.  Reminds us of the .COM bubble.,
71,$TSLA has a demand problem. And a service/support problem. And manufacturing defect problems. And a recall problem. Likely an accounting fraud problem. But its biggest problem is that regulators get more interested when markets smell blood and things stop magically working out.,
72,TURKISH LIRA $5.50 BREAKOUT TARGET $USDTRY- Double Bottom- 200MA break$nzdusd $eurusd $usdcad $usdjpy $gbpusd $audusd $usdchf $dxy $btc $eth $cs $gs $jpm $ubs $bac $fb $aapl $amzn $tsla $googl $nflx $qqq $eem $spy $spx $iwm $dia $ndx $msft #forextrading #forexsignals $usdars,
73,"The white one at the start looks like it has a massive panal gap on the frunk. Std $TSLA quality. I should add the value of the cars in the video just crashed, so thanks for the video showing 5 to 6 figures cash losses to $TSLA $TSLAQ",
74,"$IRNC 0475 UNKNOWN to 99% of traders, was 40 cents a month ago. INSIDERS own 66%!$RDUS $UTHR $PTLA $OPK $GLPG $ARWR $ONCS $MTEM $SGYP $NEPT $ASMB $JNJ $MRK $GOOG $CLDX $MSFT $CMCSA $PFE $MU $NFLX $NOK $XO $DIS $NVDA $BAC $AMD $WMT $CHK $AKS $VZ $CTL $FCX $T $JPM $WFT $BIDU",
75,"$MSFT #15ORB long the 141c, 1.14.  Let's see if I'm right here",
76,"$TSLAQ since SolarCity deal was announced: ""This is obviously a fraud!""$TSLA bulls/cult members: ""You are criminals spreading FUD!""Today's article (30 months later): Complete vindication of $TSLAQ.And the beat goes on...Greatest charlatan of our time.",
77,$DXY headed to $100+$spy $qqq $indu $tsla $uvxy $indu $amzn $nflx $eth $btc $goog $ibm $dxy $aapl $fb $tvix $iwm $gld $tsla $wmt $xom $mcd $jpm $gs $wfc $bby $hd $low $f $gm $db $crm $uup $eur $etfc $c $bac $slv $t $ma $v $mchi $vix $ijh $efa $dax $cac $ftse @carlquintanilla,
78,Mizuho healthcare analyst Ann Hynes: Buyers of $CVS on weakness as pending $AET acquisition is true market disruptor.  AGREEDNot enough details on solution that will emerge from $AMZN $BRK.A $JPM especially as Bezos and Buffett both acknowledge unclear timeline.,
79,This is normally how we look at companies. YOY. #tesla $tsla,
80,"$AAPL (#Apple, Inc.) closes market day w/share price of $135.02 ---another new record. Currently trading near $135.27 in after hours #stocks",
