id,body,label
0,The next leg lower should ideally take $XLK toward $60 - 58 where 3 waves bounce is expected to take place #Elliottwave $AAPL $NQ_F,
1,"So @elonmusk it seems like the whole short burn of the century still isn't coming off the ground. Maby you can try Black magic next, although I understand you need a soul to sell or it won't work, so that might also prove to be an obstacle for you $TSLA $TSLAQ",
2,"Tesla 1Q19 delivered 63k cars. Model 3 stole shares from S and X. $TSLA down 10+%FY19 guidance reaffirmed: 360k-400k totalMeaning 99k~113k AVG each for the next 3 quarters. Q2 tough, to deliver 67%~83% moreTo hike the demand, Tesla to demo FSD Autopilot on investor day, 4/19",
3,This looks like a top to me. $AMZN,
4,"P.T. Barnum, full circle. $TSLA",
5,$TSLA - please don't delude yourself into thinking that the #s themselves will move the stock. Market sentiment and momentum will determine the reaction - not a +/- miss/beat on the targets- Or a MATERIAL positive update on future prod'n levels,
6,$AAPL Kessel (success rate 51.02 %) | 30.04 % return | Nice when fundamentals pay off Get more information,
7,No they wouldn't.   See $TSLA and Elon musk for real time example of how fraud is rewarded by a highly paid and very passive board or directors,
8,Whoa. Hell hath no fury. Dissecting deceptions. Maybe what he really is saying is:“I want to hide in PRIVATE because it has become harder to lie with impunity in PUBLIC” twitter.com/CNBCFastMoney/…,
9,"$Tsla - Judge Nathan has given the green light to tweet whatever he wants , whenever he wants.  It’s like his securities fraud thing never happened!",
10,OMG Tesla has insane production growth.#Tesla $TSLA,
11,Great bounce off the H&S target $TSLA,
12,$AMZN My $TWLO just made an ATH>> woot wootI have posted countless charts and studies on TWLO>>,
13,Warren Buffet and $BRK.A $BRK.B are finally getting around to buying shares of an Internet company - $AMZN. I hope for Berkshire’s sake it doesn’t take them that long to see the value and growth potential in Bitcoin $BTC,
14,"Now we know why @tesla paid Buster Bluth $7 million to sit on its boardBuster let the Colorado governor use his private jetThe governor diverted tens of millions of taxpayer dollars into @elonmusk's pocketsIf you dislike this stuff, vote for smaller government twitter.com/TESLAcharts/st…",
15,"Yeah, you are right.  Those whiny Tesla SR customers should shut their pie hole about being shafted and misled by Elon.   Who cares about another 6-8 more weeks?   May as well forget the Model 3 and wait 2 years for the Model Y!  They look EXACTLY the same.  $TSLA $TSLAQ",
16,Who ready to make some money this is what we’re watching $BA $GLD $NVDA $AAPL $SPY,
17,"Because journalism died with invention of internet. RIP. @washingtonpost is an advertising arm of $AMZN. Name the paper, I'll name the corp.",
18,When you sell your $AMZN calls for 50% but they keep going up for a possible 1000%,
19,"Last week the economy was fine. This week it's on brink of recession again. Really Wall Street? Just say you wanted stocks lower so you could load up rather than some stupid excuse again. #FAANG, $AAPL, $AMZN, $NFLX, $FB, $TSLA, $NVDA, $BABA, $QQQ, $GOOG",
20,executives at $tsla continue to flee. If they believed their options would ever be worth anything they would continue to put up with Musk.,
21,$AAPL $AMD $BAC $MSFT $FB $MA $NGL $INTC $BABA $SNAP $MU - Highest volume strikes,
22,"So how many $TSLA helpers have not downgraded this farse so far today? Baird, Macquarie, Morgan Stanley? Any others $TSLAQ",
23,Hmmm... this is the planet that elon should go after and he should rename it Cocainia...$TSLA,
24,"I bought 98% of our back to school items from $TGT, 2% from $AMZN. Last year it was 50/50. 3 yrs ago it was 10/90. $TGT is doing everything right: products, pricing, the app, drive up service, quick shipping, etc. $AMZN was brutal to navigate school shopping. $TGT was a dream.",
25,buffet didn't buy $AAPL...his company did...wasn't his idea,
26,$GOOG missed #socialnetwork bc it was founded on being open - $FB $SNAP #Linkedin created walled garden not in #Google DNA ...,
27,Apple CFO Luca Maestri continue to sell shares $AAPL,
28,"Imo $AMZN will hit $2000 again around next ER, potentially $2100. Going to watch for some interesting trade ideas.",
29,ANOTHER insane Friday where nickel and dime options went to multiple dollars. WOW. $FB $GOOGL $AMZN $NFLX check out @smartertrader room. Wow,
30,@jimmie_richards Don't care about after hours. Were long $aapl and think the stock is really cheap. We expect a good 6 months ahead #apple,
31,$AMZN I just can’t see a path forward till we get trade resolved. China is not budging. It’s going to get worse b4 it gets better.,
32,$TSLA is a share that I love to hate. I’d love to see this sub $250,
33,The New York Times is printing articles based on Twitter conspiracy theories from $tsla shorts? And granting them anonymity? What an absolute joke. ,
34,Trade plan: $any                #stocks #crypto #DayTrading #Daytrader $spy $iwm $fb $aapl $tsla $snap #trading #pennystocks #TradingSignals #PSY9 #chart #bitcoin,
35,"I believe in $AMZN, in 3 days all the analysts will have recalculated their targets with better insight into their new advertising vertical and it'll be off to the races again.",
36,Why Hardware is to Set to Boost Software-fueled Microsoft Stock$MSFT $AAPL,
37,"now, there is another point or two to mention, aside from the massive FQ3 2015 outlier, and $AAPL recent-history FQ3 seasonality...",
38,Has there ever been a more profitable non-Chinese company in China than $AAPL?,
39,Unicorn Bay rating for $AAPL is 3.89 out of 5.,
40,3 Dividend Aristocrats We Refuse to Buy $AMZN $CTAS $WMT $ADM,
41,"$AMZN $900 share... I better upgrade my rating to ""SELL YOUR FIRST BORN AND BUY"" level....",
42,Fun time again in chat shorting ORB down move on tech. $TSLA $NVDA $SHOP $AAOI.,
43,@jimcramer $NVDA is going to $300 so is $BABA so is $FB and $AAPL PT $300,
44,"Correction on the $GOOGL -- stop at $530, not low of today--",
45,Great ad @Audi. I've been debating. Should I buy my Model 3 before OR after I go see the Avengers on Saturday?$TSLA,
46,$RETC 0022 6 MILLION ON THE BID!! MY GOODNESS. Is anyone watching?! $RDUS $UTHR $PTLA $ALDR $OPK $GLPG $ARWR $ONCS $MTEM $SGYP $NEPT $ASMB $JNJ $MRK $GOOG $CLDX $MSFT $CMCSA $PFE $MU $NFLX $NOK $XO $DIS $NVDA $BAC $AMD $WMT $CHK $AKS $VZ $CTL $FCX $T $JPM $WFT  $NVCN $BIDU $HPQ,
47,Only thing missing from $TSLA is opioid exposure and the day is young.,
48,Short interest update due today during after-hours...Always an interesting data point.$TSLA,
49,call sellers $Amzn,
50,Welcome $AAPL to the #DJIA. I have its rally from 4/2013 as a long term fifth wave - and the rally since Jan as 5-of-5.,
51,Apple charging $999 for #iPhone8 offering the new #iPhone7s as the real phone launching this year sep12th. The #iPhone8 is a Fugazi. $aapl,
52,"Their first pass rate was (is?) pretty terrible. The innocent explanation is that these 15k Model 3’s were scrapped or chopped up for parts. Now the nefarious angle would be, are they keeping this scrap as inventory on the BS and assigning COGS to it?Tesla$TSLA$TSLAQ",
53,Man that shit was the $TSLA of it’s day.  My first beeper (pageboy) was before they revolutionized it adding a LCD and ability to tell you who is calling.  Before then it was just a loud beep telling you someone was looking for you.  Who? That was a question for the future.,
54,T5 Bearish Options Flow 4/29/19: $DIS $QRTEA  $SHOP $WU $VXXB $AMZN #optionstrading#investing#tech#nasdaq#stocks#hodl#trading#nyse,
55,Morgan Stanley Upgrades Qualcomm On Earnings Multiple Expansion Opportunity $AAPL $QCOM,
56,"$AAPL has increased the dividend 11% YOY since ’12. In April, with repatriation on the table, will they dramatically increase the rate?",
57,"You appear to have little experience with #electriccars which have much less vibration than old fashioned ICEs. So a #Tesla PCB can integrate more tightly without sacrificing reliability. Also, with $TSLA's innovative liquid cooling, large temperature changes can be avoided.",
58,A Porsche Taycan crushed a #Tesla Model S P100D in a drag race $TSLA $TSLAQ,
59,@tastytraderMike nice work on the $GOOGL BWB today! I followed along yesterday (except in $GOOG). Question. I’ve got a $5 wide IC in $BYND that I’ve been rolling the untested side in. My credit is now $4.69. If I roll out to Sep I can collect even more. Will this remove all risk?,
60,"$TSLA ... The poster child for ""Things That Would Never Survive in a Real Free-Market Economy and Interest Rate Environment""",
61,Bezos should split $AMZN 20:1 to get into the Dow. I'm 100% serious,
