id,body,label
0,$AMZN Golden shower > Golden cross. What absolute rubbish.,
1,A truly remarkable day for @elonmusk and $TSLA,
2,"Two cash burning, overvalued companies; what is the equity value of a company w/ no FCF yield? $TSLA $NFLX",
3,"Thursday’s Vital Data: Apple (AAPL), Kraft Foods Group (KRFT) and Micron Technology (MU) $AAPL $KRFT $MU",
4,"$LRCX 1,000 17-Aug-18 PUT 200 at $18.10 on the ask - $1.8M bet @CBOE @Nasdaq @NYSE @WSJ @nytimes @OptionsAction #optionstrading #investing #stocks $AAPL $MU $FB",
5,Buffett grabs a stake in $AAPL - will it work out better than his $IBM position?,
6,$SPY come on 208 close! You can do iiiiiit $SPX $ES_F $DIA $QQQ $IWM $TZA $AAPL $DJIA #stockmarket #stocks #finance #options $trading $AMZN,
7,+27 POINTS Called out today! Great way to start out the week!$BABA +.80$AAPL +1$DIS +2.50$TSLA +9$AMZN +8$NVDA +3$TGT +.65$FB 1.50Mic$ROKU +1.20Stopped$NFLX#Stocks#Options#SwingTrading#RampUpTrading,
8,Report from the German front. $TSLA,
9,$TSLA looking for a bounce on this tomorrow. Every time it gets extended gaps on daily from 5 ema it likes to bounce back. Doesn't matter which side. Highlighted most recent instances to show you.,
10,"$TSLA $SCTY With the current stock price of the 2 companies, I think they are oversold and undervalued.  Will see big bounce soon.",
11,Recalls are not good but a part of the business . . . when does $TSLA (@Tesla) do the recall? Re: $TM (@Toyota),
12,$AAPL - U.S. Corporate Cash Piles Drop to Three-Year Low,
13,"$TSLA 5 yr bonds now pricing in a term of 5 to 10, possibly shorter with good behavior.",
14,"The greatest fraud in existence is now asking for my bank account details so they can send me $1000, like those scam Nigerian businessmen needing you to help them move money.$TSLA $TSLAQ",
15,#Xiaomi IPOCould they ever hurt $AAPL ?,
16,"I don’t believe Tesla is a sustainable entity. I think q4 will make it viable. This, q3, may be the last gasp Tesla has before going under. Also, think the higher bot activity is indeed a sure sign of desperation. The stock pump might be in hopes of a needed capital raise. $tsla",
17,Finally holding...  $AAPL,
18,"Dear $AAPL, My doctor is suggesting that you  launch #Apple #Pay in #Canada at #AppleLive today. Pretty please? #iOS8",
19,@twinstrader bought $GOOG 498.53,
20,The Reviews Are In! #AppleWatch #Apple $AAPL generally good but not recommended for tech novices,
21,wow tight predction parameter$AMZN Amazon sees Q1 operating income of $250-900 mln,
22,here's your 1000% on $tsla another one ... if you held it congrats! these are $18.50 my goodness,
23,$MSFT going for round 2,
